"snrspeaks/KeyPhraseTransformer",144303
"shi-labs/oneformer_ade20k_swin_large",143786
"Qwen/Qwen1.5-0.5B-Chat",143121
"BAAI/bge-large-en",142231
"nielsr/slimsam-77-uniform",141502
"cross-encoder/stsb-TinyBERT-L-4",140748
"TinyLlama/TinyLlama-1.1B-intermediate-step-1431k-3T",140376
"protectai/unbiased-toxic-roberta-onnx",139741
"digiplay/insaneRealistic_v1",139659
"FacebookAI/xlm-clm-enfr-1024",138514
"artificialguybr/ColoringBookRedmond-V2",138503
"tau-vision/sn6-finetune",138483
"google/mt5-small",138221
"Systran/faster-whisper-base",138089
"nguyenvulebinh/wav2vec2-base-vi",137961
"prompthero/openjourney-v4",137761
"minimaxir/sdxl-wrong-lora",137670
"facebook/esm2_t12_35M_UR50D",137606
"lucas-leme/FinBERT-PT-BR",136840
"google-bert/bert-large-cased",135838
"microsoft/phi-1_5",135689
"facebook/esm2_t33_650M_UR50D",135489
"TheBloke/Mistral-7B-Instruct-v0.2-GGUF",135250
"sentence-transformers/msmarco-distilbert-dot-v5",134912
"dangvantuan/vietnamese-embedding",134640
"neggles/animatediff-modules",134257
"cross-encoder/nli-deberta-v3-large",133868
"Michau/t5-base-en-generate-headline",133563
"TheBloke/Llama-2-7B-Chat-GGUF",133486
"google-bert/bert-large-uncased-whole-word-masking-finetuned-squad",132911
"facebook/mask2former-swin-large-cityscapes-semantic",132849
"timm/vit_base_patch16_384.augreg_in21k_ft_in1k",131223
"timm/mobilenetv2_100.ra_in1k",129391
"q-future/one-align",128810
"Maykeye/TinyLLama-v0",128639
"flair/ner-german-large",127959
"sentence-transformers/paraphrase-distilroberta-base-v2",127088
"google/byt5-xl",126855
"timm/efficientnet_b1.ft_in1k",126604
"chavinlo/alpaca-native",126534
"lmstudio-community/Meta-Llama-3-8B-Instruct-GGUF",125237
"touchtech/fashion-images-gender-age-vit-large-patch16-224-in21k-v3",124887
"vikp/texify",124113
"facebook/dinov2-small",124018
"neuralmind/bert-large-portuguese-cased",123869
"yangheng/deberta-v3-base-absa-v1.1",123440
"monologg/kobert",123334
"fxmarty/tiny-doc-qa-vision-encoder-decoder",123237
"facebook/dino-vits8",123233
"EleutherAI/pythia-70m",123147
"SpanBERT/spanbert-large-cased",123131
"urchade/gliner_base",122800
"ghunkins/prompt-expansion",122269
"InstantX/InstantID",121630
"DionTimmer/controlnet_qrcode-control_v1p_sd15",120626
"timm/vgg19.tv_in1k",120567
"sentence-transformers/msmarco-MiniLM-L-12-v3",120266
"mohitsha/tiny-random-testing-bert2gpt2",120195
"meta-llama/Llama-2-70b-chat-hf",120174
"Systran/faster-whisper-large-v2",120088
"tohoku-nlp/bert-base-japanese-char",119197
"facebook/mask2former-swin-large-ade-semantic",119043
"vikp/surya_layout2",118512
"google/pegasus-xsum",118454
"blackhole33/uzbek-speaker-verification-v9",117722
"abhijit2111/Pic2Story",116832
"visheratin/nllb-clip-base-siglip",116652
"lucadiliello/bleurt-tiny-512",116605
"sentence-transformers/msmarco-distilbert-base-tas-b",116287
"zhihan1996/DNABERT-2-117M",116276
"latent-consistency/lcm-lora-sdxl",115768
"cledoux42/GenderNew_v002",115262
"facebook/dpr-ctx_encoder-multiset-base",115167
"timm/vit_base_r50_s16_384.orig_in21k_ft_in1k",114667
"tohoku-nlp/bert-base-japanese-char-v2",114519
"CATIE-AQ/NERmembert-base-3entities",114312
"microsoft/DialoGPT-medium",114201
"IDEA-Research/grounding-dino-base",113387
"sentence-transformers/roberta-base-nli-stsb-mean-tokens",113247
"google/gemma-1.1-7b-it",113101
"facebook/wav2vec2-xlsr-53-espeak-cv-ft",112071
"cross-encoder/nli-deberta-base",111844
"stabilityai/stable-video-diffusion-img2vid-xt",111776
"microsoft/BiomedNLP-BiomedBERT-base-uncased-abstract",111252
"AdamCodd/distilbert-base-uncased-finetuned-sentiment-amazon",111163
"vikp/surya_order",111002
"tohoku-nlp/bert-base-japanese-char-whole-word-masking",110986
"TheBloke/Mistral-7B-Instruct-v0.1-GGUF",110886
"CAMeL-Lab/bert-base-arabic-camelbert-mix-ner",110441
"NousResearch/Llama-2-7b-hf",110010
"facebook/musicgen-small",109247
"openmmlab/upernet-swin-small",108731
"flair/ner-french",108706
"lmsys/vicuna-13b-v1.5",108628
"cardiffnlp/twitter-xlm-roberta-base-sentiment-multilingual",108180
"internlm/internlm-xcomposer2-vl-7b",108129
"TheBloke/Mistral-7B-v0.1-AWQ",108115
"liuhaotian/llava-v1.6-34b",108022
"microsoft/unixcoder-base",107279
"facebook/roberta-hate-speech-dynabench-r4-target",107271
"cagliostrolab/animagine-xl-3.1",107063
"audeering/wav2vec2-large-robust-12-ft-emotion-msp-dim",106934
"vinai/phobert-base",106897
"Helsinki-NLP/opus-mt-ko-en",106890
"google/gemma-7b-it",106814
"MoritzLaurer/deberta-v3-base-zeroshot-v1.1-all-33",106324
"timm/maxvit_large_tf_512.in1k",105481
"google/mobilenet_v1_0.75_192",105083
"andersonbcdefg/bge-small-4096",104863
"timm/efficientnet_b0.ra_in1k",104810
"TencentARC/PhotoMaker",104751
"facebook/dinov2-giant",104744
"LiheYoung/depth-anything-large-hf",104386
"timm/tf_mobilenetv3_small_minimal_100.in1k",104246
"timm/ViT-SO400M-14-SigLIP-384",104198
"FacebookAI/xlm-roberta-large-finetuned-conll03-english",103970
"monster-labs/control_v1p_sd15_qrcode_monster",103780
"dmis-lab/biobert-base-cased-v1.1",103301
"EleutherAI/gpt-neo-2.7B",103228
"EleutherAI/pythia-160m",102844
"d4data/biomedical-ner-all",102463
"AdrienB134/ColBERTv2.0-spanish-mmarcoES",102134
"unsloth/mistral-7b-instruct-v0.2-bnb-4bit",101907
"EleutherAI/pythia-70m-deduped",101826
"databricks/dbrx-instruct",101227
"prithivida/grammar_error_correcter_v1",100959
"Falconsai/text_summarization",100640
"prajjwal1/bert-mini",100396
"kwoncho/gaincut_news_pre2017",100121
"unum-cloud/uform-gen2-qwen-500m",99660
"facebook/bart-large",99383
"fabiochiu/t5-base-tag-generation",99382
"guoyww/animatediff-motion-lora-zoom-in",99365
"huggyllama/llama-7b",99112
"sanali209/nsfwfilter",99104
"jbochi/madlad400-3b-mt",98695
"Jean-Baptiste/camembert-ner-with-dates",98680
"amazon/chronos-t5-mini",98517
"stabilityai/stable-diffusion-2-depth",98284
"mradermacher/Llama3-ChatQA-1.5-70B-i1-GGUF",97805
"elyza/ELYZA-japanese-Llama-2-7b-instruct",97647
"Systran/faster-whisper-tiny",97497
"aubmindlab/bert-base-arabert",97458
"m-a-p/music2vec-v1",97321
"facebook/hubert-base-ls960",97269
"neuralmagic/bge-base-en-v1.5-quant",96415
"hfl/chinese-bert-wwm-ext",96357
"microsoft/graphcodebert-base",95793
"myshell-ai/MeloTTS-English-v3",95307
"MarcoMancini/low-law-emb",94592
"timm/vit_small_patch16_224.augreg_in21k_ft_in1k",94374
"ufal/robeczech-base",94371
"sileod/deberta-v3-small-tasksource-nli",94196
"unsloth/Phi-3-mini-4k-instruct-bnb-4bit",94157
"laion/CLIP-ViT-L-14-DataComp.XL-s13B-b90K",94071
"ai-forever/ruRoberta-large",93938
"kwoncho/gaincut_news_pre2018",93665
"QuantFactory/Meta-Llama-3-8B-Instruct-GGUF",93642
"VAGOsolutions/SauerkrautLM-Mixtral-8x7B-Instruct",93603
"speechbrain/lang-id-voxlingua107-ecapa",93330
"TheBloke/Mistral-7B-Instruct-v0.2-AWQ",93101
"StanfordAIMI/stanford-deidentifier-base",93054
"csebuetnlp/banglat5_nmt_bn_en",92554
"microsoft/dit-base-finetuned-rvlcdip",91913
"koheiduck/bert-japanese-finetuned-sentiment",91900
"timm/mobilenetv3_large_100.miil_in21k_ft_in1k",91603
"Alibaba-NLP/gte-base-en-v1.5",91506
"codellama/CodeLlama-34b-Instruct-hf",90404
"facebook/dpr-question_encoder-multiset-base",90245
"facebook/wav2vec2-large",89767
"Rostlab/prot_t5_xl_bfd",89470
"nomic-ai/gpt4all-falcon",89358
"EleutherAI/gpt-neo-1.3B",89080
"timm/tf_efficientnet_b0.ns_jft_in1k",88748
"jonatasgrosman/wav2vec2-large-xlsr-53-hungarian",88659
"microsoft/dit-base",88500
"AI4PD/ZymCTRL",88362
"kwoncho/gaincut_news_pre2019",88262
"lpiccinelli/unidepth-v2-vitl14",88223
"ckiplab/bert-base-chinese-ws",87779
"teknium/OpenHermes-2.5-Mistral-7B",87756
"vikhyatk/moondream1",86994
"timm/lcnet_050.ra2_in1k",86738
"Mitsua/mitsua-diffusion-cc0",86366
"stabilityai/sd-turbo",86111
"EleutherAI/pythia-14m",86074
"Jean-Baptiste/roberta-large-ner-english",86065
"sentence-transformers/sentence-t5-base",85941
"kwoncho/gaincut_news_pre2020",85916
"rizvandwiki/gender-classification",85892
"google/tapas-large-finetuned-wtq",85807
"facebook/sam-vit-large",85600
"timm/inception_v3.tv_in1k",85238
"saltlux/Ko-Llama3-Luxia-8B",85201
"TheBloke/Phind-CodeLlama-34B-v1-GGUF",85084
"Salesforce/codet5p-110m-embedding",85055
"laion/clap-htsat-unfused",84937
"Helsinki-NLP/opus-mt-sv-en",84854
"Qwen/Qwen1.5-0.5B",84854
"BAAI/llm-embedder",84822
"philomath-1209/programming-language-identification",84039
"sentence-transformers/distilbert-multilingual-nli-stsb-quora-ranking",84034
"lmsys/longchat-7b-v1.5-32k",84032
"codellama/CodeLlama-7b-Instruct-hf",83930
"Helsinki-NLP/opus-mt-pl-en",83614
"kwoncho/gaincut_news_pre2021",82502
"microsoft/Phi-3-medium-4k-instruct",82320
"beomi/Llama-3-Open-Ko-8B",82316
"mlabonne/NeuralDaredevil-7B",82110
"ai21labs/Jamba-v0.1",82072
"Qwen/Qwen1.5-7B-Chat",82020
"microsoft/trocr-base-printed",81801
"lvwerra/distilbert-imdb",81561
"artificialguybr/CuteCartoonRedmond-V2",81259
"MoritzLaurer/deberta-v3-base-zeroshot-v2.0",80858
"urchade/gliner_multi-v2.1",80512
"facebook/esm2_t36_3B_UR50D",80391
"LazarusNLP/all-indobert-base-v2",79828
"meta-llama/Meta-Llama-3-70B",79543
"MilaNLProc/feel-it-italian-emotion",79433
"BubbleSheep/Hgn_trans_en2zh",79257
"pritamdeka/BioBERT-mnli-snli-scinli-scitail-mednli-stsb",79082
"felflare/bert-restore-punctuation",79072
"playgroundai/playground-v2.5-1024px-aesthetic",79032
"tiiuae/falcon-7b",78787
"facebook/galactica-125m",78507
"nickprock/sentence-bert-base-italian-xxl-uncased",78438
"kwoncho/gaincut_news_pre2022",78043
"laion/CLIP-ViT-L-14-laion2B-s32B-b82K",77685
"laion/CLIP-convnext_large_d_320.laion2B-s29B-b131K-ft-soup",77611
"flair/ner-english-ontonotes-fast",77500
"ml6team/keyphrase-extraction-distilbert-inspec",77453
"SG161222/RealVisXL_V3.0",77362
"dbmdz/bert-base-french-europeana-cased",77221
"trl-internal-testing/dummy-GPT2-correct-vocab",77179
"deepset/roberta-base-squad2-distilled",77007
"deepset/minilm-uncased-squad2",76936
"nerijs/pixel-art-xl",76898
"hiiamsid/sentence_similarity_spanish_es",76878
"google/flan-ul2",76713
"jinaai/jina-colbert-v1-en",76677
"Helsinki-NLP/opus-mt-da-en",76647
"openchat/openchat-3.5-0106",76477
"qanastek/51-languages-classifier",76360
"vikhyatk/moondream2",76304
"upskyy/kf-deberta-multitask",76249
"upstage/SOLAR-10.7B-Instruct-v1.0",76208
"SAPOSS/password-model",76156
"skt/kobert-base-v1",75973
"google/gemma-1.1-2b-it",75948
"saattrupdan/wav2vec2-xls-r-300m-ftspeech",75902
"laion/mscoco_finetuned_CoCa-ViT-L-14-laion2B-s13B-b90k",75868
"HuggingFaceH4/zephyr-7b-alpha",75709
"charsiu/g2p_multilingual_byT5_small_100",75439
"cross-encoder/nli-distilroberta-base",75146
"allenai/t5-small-squad2-question-generation",74832
"jinaai/jina-embeddings-v2-small-en",74733
"kwoncho/gaincut_news_pre2023",74725
"hyunwoongko/kobart",74550
"CohereForAI/aya-23-35B",74159
"dbmdz/distilbert-base-turkish-cased",74106
"microsoft/Phi-3-mini-4k-instruct-gguf",73702
"ibm/MoLFormer-XL-both-10pct",73696
"dataautogpt3/ProteusV0.2",73476
"openbmb/MiniCPM-2B-dpo-bf16-llama-format",73454
"csebuetnlp/banglat5_nmt_en_bn",73221
"ncbi/MedCPT-Article-Encoder",73167
"albert/albert-large-v2",72740
"persiannlp/mt5-small-parsinlu-opus-translation_fa_en",72724
"Qwen/Qwen-Audio-Chat",72645
"ahotrod/electra_large_discriminator_squad2_512",72513
"TencentARC/InstantMesh",72397
"sadickam/sdg-classification-bert",72303
"cerspense/zeroscope_v2_576w",72208
"timm/swin_base_patch4_window7_224.ms_in22k_ft_in1k",72014
"TheBloke/Llama-2-7B-fp16",72000
"pkshatech/GLuCoSE-base-ja",71872
"casperhansen/llama-3-70b-instruct-awq",71834
"Systran/faster-whisper-medium",71554
"microsoft/beit-base-patch16-224",71507
"jinaai/jina-embeddings-v2-base-zh",71298
"google/vit-large-patch16-224-in21k",71079
"miqudev/miqu-1-70b",70889
"deepseek-ai/deepseek-coder-6.7b-instruct",70648
"meta-llama/Meta-Llama-Guard-2-8B",70584
"suno/bark-small",70334
"timm/visformer_small.in1k",70277
"sentence-transformers/paraphrase-distilroberta-base-v1",70200
"pierreguillou/ner-bert-base-cased-pt-lenerbr",70054
"flair/ner-english-large",70009
"01-ai/Yi-1.5-34B-Chat",69859
"microsoft/xclip-large-patch14",69705
"HooshvareLab/bert-fa-base-uncased",69650
"BM-K/KoDiffCSE-RoBERTa",69623
"NousResearch/Meta-Llama-3-8B-Instruct",69523
"Isotonic/deberta-v3-base_finetuned_ai4privacy_v2",69505
"Xenova/tiny-random-Phi3ForCausalLM",69451
"shenzhi-wang/Llama3-8B-Chinese-Chat-GGUF-8bit",69446
"benjamin/gpt2-wechsel-german",69406
"stabilityai/stable-cascade",69012
"mosaicml/mpt-7b",68997
"wangfuyun/AnimateLCM",68760
"comodoro/wav2vec2-xls-r-300m-cs-250",68697
"google/byt5-large",68558
"patrickvonplaten/t5-tiny-random",68434
"avsolatorio/GIST-small-Embedding-v0",68366
"timm/dpn107.mx_in1k",68203
"dmis-lab/biobert-base-cased-v1.2",68068
"timm/vit_large_patch14_reg4_dinov2.lvd142m",68015
"distilbert/distilbert-base-uncased-distilled-squad",67996
"ckpt/sd15",67868
"google-bert/bert-base-german-dbmdz-uncased",67836
"Helsinki-NLP/opus-mt-mul-en",67733
"SG161222/Realistic_Vision_V2.0",67656
"naver/efficient-splade-VI-BT-large-doc",67478
"PereLluis13/wav2vec2-xls-r-1b-ca-lm",67409
"StanfordAIMI/RadBERT",66926
"mistralai/Mistral-7B-v0.3",66762
"Helsinki-NLP/opus-mt-en-ar",66444
"MoritzLaurer/deberta-v3-large-zeroshot-v2.0",66203
"yikuan8/Clinical-Longformer",66086
"deepseek-ai/DeepSeek-V2-Chat",65975
"charsiu/en_w2v2_fc_10ms",65894
"lucyknada/microsoft_WizardLM-2-7B",65760
"dccuchile/bert-base-spanish-wwm-cased",65756
"TIGER-Lab/MAmmoTH2-7B",65695
"sonoisa/sentence-bert-base-ja-mean-tokens",65693
"anton-l/wav2vec2-random-tiny-classifier",65573
"NousResearch/Hermes-2-Pro-Llama-3-8B",65390
"Helsinki-NLP/opus-mt-en-id",65383
"microsoft/wavlm-base",65202
"stablediffusionapi/sdxl-unstable-diffusers-y",65180
"anuragshas/wav2vec2-large-xlsr-53-telugu",65112
"cledoux42/Ethnicity_Test_v003",64871
"pysentimiento/robertuito-hate-speech",64777
"textattack/bert-base-uncased-MNLI",64649
"dataautogpt3/OpenDalleV1.1",64622
"flair/ner-english-ontonotes-large",64561
"openmmlab/upernet-convnext-small",64506
"JackFram/llama-160m",64503
"OpenAssistant/reward-model-deberta-v3-large-v2",64473
"timm/gmlp_s16_224.ra3_in1k",64405
"eugenesiow/edsr-base",64360
"timm/convnext_base.fb_in22k_ft_in1k",64313
"microsoft/llmlingua-2-xlm-roberta-large-meetingbank",64268
"facebook/mask2former-swin-base-coco-panoptic",64171
"krnl/realisticVisionV51_v51VAE",63975
"bczhou/TinyLLaVA-2.0B-SigLIP",63757
"codellama/CodeLlama-7b-hf",63709
"sentence-transformers/clip-ViT-B-32-multilingual-v1",63689
"PulseWave/ACCOUNT-OWNERSHIP",63398
"Salesforce/moirai-1.0-R-base",63198
"timm/vit_large_patch16_384.augreg_in21k_ft_in1k",63179
"pszemraj/flan-t5-large-grammar-synthesis",63112
"hotchpotch/japanese-reranker-cross-encoder-xsmall-v1",63040
"colorfulscoop/sbert-base-ja",62968
"deepset/tinyroberta-squad2",62955
"alirezamsh/quip-512-mocha",62792
"FL33TW00D-HF/phi3",62640
"stabilityai/stable-video-diffusion-img2vid",62356
"facebook/opt-6.7b",62244
"bartowski/Hermes-2-Pro-Llama-3-8B-GGUF",62221
"timm/rexnet_100.nav_in1k",62190
"bigcode/starcoder2-3b",62148
"SimianLuo/LCM_Dreamshaper_v7",61887
"sentence-transformers/multi-qa-mpnet-base-cos-v1",61832
"Aryn/deformable-detr-DocLayNet",61196
"OrdalieTech/Solon-embeddings-large-0.1",61170
"internlm/internlm2-7b",61124
"vinai/xphonebert-base",61123
"transformersbook/pegasus-samsum",61097
"timm/mnasnet_100.rmsp_in1k",60909
"shibing624/text2vec-base-multilingual",60892
"playgroundai/playground-v2-1024px-aesthetic",60718
"Lykon/dreamshaper-xl-lightning",60700
"timm/regnety_002.pycls_in1k",60460
"timm/mobilevit_s.cvnets_in1k",60330
"timm/pnasnet5large.tf_in1k",60274
"cagliostrolab/animagine-xl-3.0",60160
"Yntec/epiCPhotoGasm",59717
"timm/vit_base_patch16_224.augreg_in21k",59624
"MaziyarPanahi/Llama-3-8B-Instruct-64k-GGUF",59599
"Dremmar/nsfw-xl",59575
"timm/resnest101e.in1k",59446
"timm/res2net101_26w_4s.in1k",59374
"jonatasgrosman/wav2vec2-large-xlsr-53-italian",59349
"IlyaGusev/saiga_llama3_8b",59338
"timm/beit_base_patch16_224.in22k_ft_in22k_in1k",59248
"madebyollin/taesdxl",59209
"rvv-karma/Human-Action-Recognition-VIT-Base-patch16-224",59099
"google/deplot",59071
